from_str|to_char|rel_frequency
 wil|l|0.9608275360093982
 wil|d|0.023989274086332463
 wil|s|0.006413261819339244
 wil|m|0.0009702873935543755
 wil|f|0.0009744364538811199
 wil|t|0.0012381981460813014
 wil|k|0.0017177109752721932
 wil|b|0.000898567922192079
 wil|h|0.0009916254180919182
 wil|c|0.0007077111471618353
 wil|e|0.0006828167852013687
 wil| |0.00040305157459803015
 wil|y|0.000185522268895858
will| |0.9494263954141181
will|i|0.04248847619891854
will|y|0.002504826207290528
will|o|0.00247096888573708
will|s|0.0007165440416038768
will|a|0.0010865122280333697
will|p|0.0004432231185178619
will|f|0.00040382550798294083
will|e|0.00045922839779767355
 wan|t|0.9037065466772771
 wan|n|0.08376130771615334
 wan|d|0.007607141211640545
 wan|g|0.002304597878535346
 wan| |0.0009961839044057095
 wan|k|0.0014493200944205203
 wan|i|0.00011361953826630005
 wan|e|6.12829793011146e-05
want| |0.7594620528648306
want|e|0.15023791152263374
want|s|0.08348221351693574
want|i|0.006199054289332067
want|o|0.00030666350110794555
want|t|0.00018251424501424503
want|y|0.0001295900601456157
 got| |0.87531507445018
 got|t|0.11846166589396012
 got|c|0.002932450108658263
 got|h|0.0025211708172320846
 got|s|0.00039114673869902294
 got|o|0.00025367016436216044
 got|a|0.00012482182690836467
 yea|h|0.7332294603575649
 yea|r|0.2639423069871769
 yea| |0.0022000081155854933
 yea|s|0.0003231567476448913
 yea|g|0.0001520450053215752
 yea|t|8.555587116165806e-05
 yea|p|6.746691554462179e-05
yeah| |1.0
thin|k|0.3348229920264199
thin|g|0.6490207464260207
thin| |0.015393801686079747
thin|e|0.00033542482591492615
thin|n|0.00036274356556384544
thin|l|3.450788166179277e-05
thin|s|2.978358833904733e-05
hink| |0.8694443286863968
hink|i|0.09544993246539311
hink|s|0.03305702568276139
hink|a|0.0006085468660755652
hink|e|0.0007525634960128842
hink|y|0.0003732175643907545
hink|o|0.00014891932372241927
hink|l|8.640997796239144e-05
hink|w|7.905593728474111e-05
 see| |0.7131449293472196
 see|n|0.11332881838437849
 see|m|0.10961658415828855
 see|i|0.03530144997739954
 see|s|0.010826621332053926
 see|k|0.011141844989152295
 see|d|0.005287324049405266
 see|l|0.0002046639731242264
 see|r|0.00020157858659471546
 see|t|0.0002473451534491279
 see|p|0.0004129275638662156
 see|y|0.0001779239565351315
 see|g|0.00010798852853288328
 who| |0.7473512605450129
 who|l|0.11026857704826837
 who|a|0.05529433320419383
 who|s|0.021999520969716236
 who|m|0.017114846958654388
 who|e|0.015620360773821547
 who|o|0.019487923249193982
 who|r|0.012547502916676324
 who|p|0.00031567433446247616
 goo|d|0.9867683745143241
 goo|s|0.004135686223578687
 goo|g|0.0023762946848923665
 goo|n|0.0023553253893524684
 goo| |0.001018025477017652
 goo|f|0.002287682500514086
 goo|e|0.0002834237042328214
 goo|k|0.00041059233524897993
 goo|p|0.00014543221100252172
 goo|b|0.00011905148435555266
 goo|c|0.00010011147548080565
good| |0.9280679087279513
good|b|0.04262312601560295
good|n|0.018370596085287356
good|s|0.00627241862160244
good|w|0.0015653644113544753
good|y|0.0010515686527042098
good|m|0.0007131485130065684
good|i|0.0008330341900249636
good|e|0.00018907683918329766
good|l|0.0001438628124220743
good|f|9.453841959164883e-05
good|a|7.53567112687056e-05
 why| |0.9997063450911181
 why|t|0.00010799399671727837
 why|s|0.00010133683253607629
 why|y|8.432407962855982e-05
 did| |0.6109324059593084
 did|n|0.3873446246799164
 did|i|0.0007878631917928124
 did|s|0.00015267964096272443
 did|d|0.0004054845064143571
 did|r|0.0001313860411845403
 did|y|9.242328414360766e-05
 did|o|9.061106288588986e-05
 did|e|6.2521633391264e-05
 let| |0.919244796633381
 let|t|0.06878448226596813
 let|s|0.008461990240825902
 let|h|0.002681122050266563
 let|i|0.00039452566379115063
 let|d|0.00015422992790439398
 let|o|0.00011842655178373109
 let|m|8.19346491992093e-05
 let|y|7.849201687991479e-05
 fro|m|0.9035680327252081
 fro|n|0.0751332197801446
 fro|z|0.0076354258586604825
 fro|g|0.005761114189360203
 fro|s|0.0038813300772298494
 fro|w|0.0012655024044545685
 fro|d|0.0005103052939043828
 fro|b|0.0003789666659826113
 fro| |0.000374862333860056
 fro|c|0.00044600409065101546
 fro|l|0.0003707580017375006
 fro|y|0.00015117623318078899
 fro|t|0.00032355818232811397
 fro|h|0.00011970968690786459
 fro|o|8.003447638982947e-05
from| |0.9997410854274248
from|m|0.00017488089551131463
from|a|8.403367706387846e-05
 his| |0.9496844443399775
 his|t|0.045300159834524255
 his|s|0.004446866773223016
 his|p|0.0004715706092515983
 his|a|9.695844302369312e-05
 yes| |0.9504704301075269
 yes|t|0.04896505376344086
 yes|s|0.00028524492234169654
 yes|e|0.00017323775388291518
 yes|h|0.00010603345280764635
 whe|n|0.5121029450188496
 whe|r|0.4507594137787113
 whe|t|0.01948203433310372
 whe|e|0.013953125371138884
 whe|w|0.0017220844177658033
 whe|a|0.0016414942602841524
 whe|l|0.0001811157749719207
 whe| |9.58598715308058e-05
 whe|y|6.192717364379489e-05
when| |0.9813142632800426
when|e|0.018204512737940826
when|c|0.0004812239820166349
 goi|n|0.9998389496513218
 goi| |0.0001610503486781772
goin|g|0.9843668096110548
goin| |0.01563319038894519
oing| |0.9993030171348721
oing|s|0.00047374385453677906
oing|t|0.00022323901059107215
 tim|e|0.9726691581962107
 tim| |0.012310045258765083
 tim|i|0.007882741524474157
 tim|m|0.0028462888505721455
 tim|o|0.002341873483384712
 tim|b|0.001815125222077529
 tim|u|0.0001347674645157266
time| |0.8208983429199098
time|s|0.16552042291635258
time|n|0.004638934955559461
time|r|0.003518281655676668
time|l|0.0024129131497166406
time|t|0.0020307933016474925
time|d|0.0006336241844346606
time|o|0.00016743796979029957
time|p|9.448781697709851e-05
time|f|8.476112993533838e-05
 bac|k|0.9837221651675199
 bac|o|0.005478676600740694
 bac|h|0.006798963267128026
 bac|t|0.002970644999371496
 bac|c|0.0005010932555071089
 bac| |0.0001966748272468175
 bac|a|0.00033178188248593563
back| |0.9447632815941762
back|g|0.010745890736138852
back|u|0.008121436606344712
back|w|0.007463612217227471
back|s|0.011161628906634274
back|y|0.0035448950175576664
back|e|0.003728812109443501
back|i|0.0030085414519185117
back|p|0.003071843148660613
back|b|0.0009931522961835065
back|d|0.0007707409292517997
back|f|0.001125743688008178
back|h|0.000355858187090731
back|l|0.00041659359882977406
back|r|0.000218989653594296
back|t|0.0003686896121060218
back|a|0.00014029024683384587
 oka|y|0.9988789154572543
 oka|d|0.0003335458143706361
 oka| |0.00024923284462694754
 oka|t|0.00015009561646678625
 oka|m|0.00014453651956060899
 oka|z|0.00013156529344619537
 oka|n|0.00011210845427457491
okay| |0.9996892687333852
okay|e|0.00018829387200839994
okay|a|0.00012243739460644724
 loo|k|0.9738241158483602
 loo|s|0.015992809309029663
 loo|p|0.003633342033089387
 loo|t|0.002381324634407805
 loo| |0.0012607379178763791
 loo|n|0.0016064442145272638
 loo|m|0.00113865064914922
 loo|f|9.218834577356923e-05
 loo|g|7.038704778657651e-05
look| |0.6712819937192436
look|i|0.16670408249168986
look|s|0.11397200445928606
look|e|0.0457676324201321
look|o|0.0017723621205588903
look|y|0.0004266679592133493
look|a|7.525682987619614e-05
wher|e|0.9996951897583759
wher| |0.0003048102416241186
them| |0.9525043399987141
them|s|0.03159794619320113
them|e|0.010382930256909553
them|a|0.005144620697890164
them|u|0.0003701628532850805
 tak|e|0.8911420993943667
 tak|i|0.10450740853323813
 tak| |0.0010351557102729122
 tak|a|0.0025184307756423233
 tak|u|0.0007969055864799403
take| |0.8493830223085759
take|n|0.0762745749105754
take|s|0.06523315108153104
take|r|0.004013032146629369
take|o|0.00309239989183534
take|d|0.0013551398629143905
take|a|0.00028350851026293105
take|t|0.00014098385157096843
take|z|0.0001309686052845062
take|i|9.321883082014852e-05
 wou|l|0.9700264627730842
 wou|n|0.028874481638004487
 wou|i|0.0008660402697074648
 wou| |0.0002330153192038022
woul|d|1.0
ould| |0.8290684108138087
ould|n|0.16243153316750047
ould|e|0.0075061760195976705
ould|a|0.0008046321050509803
ould|s|0.0001310935932688204
ould|y|5.815430077338649e-05
 wer|e|0.9976052529934337
 wer|n|0.001499015983372878
 wer| |0.0005159189979583954
 wer|t|0.00037981202523496845
were| |0.9207622157417441
were|n|0.061725948497167414
were|d|0.01362294283200128
were|w|0.003588908201037038
were|r|0.00029998472805020833
then| |0.9895767526844041
then|t|0.004071784346607264
then|s|0.002926438565314244
then|a|0.0014136610517357896
then|e|0.0004355117262783771
then|i|0.0009200810952869621
then|b|0.0002713187995895177
then|c|0.0002182564513303131
then|o|0.0001661952794533577
 had| |0.9623514474202732
 had|n|0.03365668568912771
 had|e|0.0011900912861928772
 had|l|0.0006338636495412104
 had|d|0.0007075687250692582
 had|r|0.0006633456797524296
 had|j|0.00031250952023892235
 had|i|0.00013365187029085987
 had|s|0.00012480726122749414
 had|a|0.00011891085518525033
 had|o|0.0001071180431007627
 bee|n|0.8947379581134939
 bee|r|0.04029896016660935
 bee|p|0.035971468424706346
 bee|f|0.009770506493542412
 bee| |0.006681153100462527
 bee|s|0.004315506783947163
 bee|t|0.005679948151228044
 bee|c|0.000860151213292609
 bee|h|0.0003908940133291171
 bee|l|0.0003650802577319112
 bee|m|0.00033465690292091866
 bee|b|0.00018991548760801443
 bee|k|0.00027657595282720547
 bee|j|0.00012722493830051452
been| |0.9997558000074187
been|a|0.00013085822387266157
been|e|0.0001133417687086045
 tel|l|0.9503403260398652
 tel|e|0.04766981392168025
 tel| |0.0011618705937534687
 tel|u|0.0005997328950807581
 tel|f|0.00022825654962028852
tell| |0.827727118277854
tell|i|0.12688374294759094
tell|s|0.024199412048961852
tell|a|0.007961276637328884
tell|e|0.008728715015882208
tell|y|0.0019419059905917075
tell|o|0.002308590916793004
tell|t|0.0002492381649974583
 our| |0.9424612220448101
 our|s|0.05738340035695959
 our|j|0.00015537759823033094
 man| |0.6676398523573902
 man|y|0.17964553159626653
 man|a|0.05619468994098549
 man|n|0.01831671877280331
 man|k|0.00456524561021383
 man|h|0.005716640888613141
 man|s|0.0074833359368067336
 man|u|0.014933670098117946
 man|d|0.00839711843163829
 man|i|0.01638428147434332
 man|c|0.0030442304462646756
 man|l|0.0017600946930944885
 man|o|0.004451572827951477
 man|g|0.003787870454097097
 man|e|0.0026518760042623627
 man|p|0.0008771138553920868
 man|t|0.003125634825820296
 man|f|0.0005338953902386615
 man|j|0.00034541858351979336
 man|m|0.0001452078121802953
 som|e|0.9985791616471749
 som|b|0.0004838665426239035
 som|a|0.0004543523462954695
 som| |0.00017043409147405537
 som|m|0.0003121853724317453
some| |0.39217776791563985
some|t|0.37461906817373813
some|o|0.12584092497495547
some|b|0.054347218701636946
some|w|0.031045083377807436
some|h|0.01060089844436472
some|d|0.0062576884858369895
some|p|0.003852037696762474
some|r|0.0006065754724850401
some|l|0.00018869437261550648
some|s|0.0003591671856436786
some|n|0.00010487519851376862
 say| |0.71602196688124
 say|i|0.14826214701475104
 say|s|0.13401005226350723
 say|o|0.0007381088205990361
 say|u|0.0002598079486930945
 say|e|0.00041235573508170047
 say|a|0.000295561336127924
 rea|l|0.6647365252415
 rea|d|0.19965571609390556
 rea|s|0.07816134595600435
 rea|c|0.048225479689554776
 rea|r|0.004808823789578308
 rea|g|0.0017825350167611901
 rea|p|0.0020698850224706634
 rea| |0.00018495476113762724
 rea|m|0.00015386091723622905
 rea|t|8.577612110730539e-05
 rea|i|7.02291991566063e-05
 rea|f|6.48681915873997e-05
real|l|0.7195396609528752
real| |0.18698130162955987
real|i|0.0887447759735631
real|m|0.003246144752586584
real|t|0.0009146551461766294
real|s|0.00037643425455605585
real|y|0.00019702729068253136
eall|y|1.0
ally| |0.9995362193421402
ally|i|0.0002113745625634512
ally|s|0.00017531654894968601
ally|h|7.708954634667045e-05
 gon|n|0.8198812964228172
 gon|e|0.17180232876762377
 gon|g|0.0028771642668985447
 gon|z|0.003100030324397988
 gon| |0.0010001571023028274
 gon|d|0.0004923147745581955
 gon|o|0.00038179513129002913
 gon|a|0.00036170065069581706
 gon|i|0.00010321255941572558
gonn|a|1.0
onna| |0.9956165716942054
onna|i|0.003333675248743461
onna|y|0.00066346139156662
onna|g|0.00013421998546495767
onna|t|0.00012876388849483744
onna|l|0.0001233077915247172
 hey| |0.9985096295186433
 hey|e|0.0003654983206373746
 hey|w|0.0003155544507366153
 hey|d|0.0005039790508167525
 hey|a|0.00017934389646181734
 hey|l|0.00012599476270418812
 cou|l|0.5541622359208889
 cou|r|0.2107670453788321
 cou|p|0.06318869780048451
 cou|n|0.13543930344678706
 cou|s|0.016750217872762308
 cou|c|0.006099904322542302
 cou|g|0.01173661248497544
 cou|i|0.0014002489212966295
 cou|t|0.0002387938777087514
 cou| |0.00021693997372201302
coul|d|0.9987986468666229
coul|s|0.0008925986451352892
coul|t|0.00030875448824184035
didn| |0.9984549002820011
didn|t|0.0015450997179988328
 has| |0.9146633410778552
 has|n|0.06177736777367774
 has|t|0.011646394241720195
 has|s|0.005958726253929206
 has|h|0.0032287822878228783
 has|k|0.0014669035579244682
 has|a|0.0008872033164776092
 has|e|0.00024714136030249193
 has|i|0.0001241401302901918
omet|h|0.8610916476478302
omet|i|0.1206757101985132
omet|e|0.006434426620505574
omet|o|0.0032627949156369285
omet| |0.003106969427463235
omet|r|0.004552860351741589
omet|s|0.0008755908383093253
meth|i|0.9773286313019001
meth|o|0.014988628195573363
meth| |0.0038576242861769667
meth|a|0.002459777283601605
meth|e|0.0007585216293044597
meth|r|0.0002985926413769937
meth|u|0.00016013234396427485
meth|y|0.00014809231810229928
ethi|n|0.9917572471497166
ethi|c|0.006836048208280054
ethi|o|0.001259207881446736
ethi| |0.00014749676055668447
hing| |0.882924348451142
hing|s|0.11105949671704042
hing|t|0.004477667067270129
hing|y|0.00042816270751117286
hing|e|0.0005381155726782756
hing|n|0.00017132190619060202
hing|i|0.00014575147243081068
