from_str|to_char|rel_frequency
u| |0.29459014719324983
u|r|0.1262693618846399
u|t|0.12513724836463547
u|s|0.11555940194311627
u|p|0.03808747430692898
u|l|0.06546422570546341
u|c|0.03017618030102043
u|h|0.00850550295028297
u|g|0.03165508166131407
u|n|0.06713167040436378
u|y|0.01066746656630678
u|a|0.01172092984039858
u|e|0.01823603326747636
u|m|0.01706710336304029
u|f|0.0038288393226814624
u|i|0.014109960156188888
u|b|0.008069370396246585
u|d|0.010517989717818772
u|k|0.0009901758187323135
u|z|0.0007442159901795043
u|o|0.0005378657807043635
u|x|0.0002753017239779577
u|j|0.00014559735592408406
u|u|7.515870260509607e-05
u|v|0.0003289163112113934
u|q|5.220503826854316e-05
u|Ã|3.362226888734511e-05
u|w|2.295366433655291e-05
i| |0.14212182571034726
i|t|0.13678543085517478
i|s|0.11474637334122041
i|n|0.23932699303461327
i|k|0.017976856689422595
i|f|0.025332345221194284
i|g|0.037615368198006024
i|m|0.03370812453200209
i|l|0.04313144655114546
i|d|0.04049419438856841
i|v|0.019654778479834427
i|r|0.02806387928267056
i|c|0.036221616002202535
i|e|0.030896056742237294
i|o|0.026032388490251534
i|x|0.0016674392346474212
i|a|0.011709401774392534
i|b|0.0043808392893576725
i|p|0.0054325505788068084
i|z|0.0028250555677293817
i|u|0.0006713384466661005
i|q|0.0003963682452318425
i|i|0.0003982828052872599
i|y|0.0001454929857716143
i|j|0.00013336743875397064
i|w|4.757206492308452e-05
i|h|6.78650436664982e-05
i|Ã|1.6749005874875054e-05
t|h|0.28892523818657956
t|o|0.10413161365422548
t| |0.3579219447224092
t|i|0.049318728435764105
t|a|0.037725257376297464
t|e|0.06621422414023044
t|t|0.01852724650248354
t|l|0.008446797337488585
t|w|0.004598382075453537
t|r|0.02163871379911863
t|u|0.012002181719697228
t|y|0.009100714101969717
t|s|0.013486987210177975
t|c|0.004323480395390425
t|v|0.00032605859721549483
t|m|0.0013691630898698928
t|n|0.0008556074493293005
t|b|0.0002996471032451732
t|f|0.0002763968717961679
t|g|8.440357333095498e-05
t|z|0.00020580780208454612
t|Î|1.7338884132962852e-05
t|p|7.82252274911527e-05
t|d|6.319321060347471e-05
t|j|2.0671025709485433e-05
t|k|1.5154836208607506e-05
t|Ã|2.6192555180838554e-05
t|x|6.301165160731803e-07
h|e|0.38213229623957506
h|a|0.2074799987339755
h|i|0.13373612265537177
h| |0.10760316097143414
h|t|0.03943460381019974
h|o|0.08520113736411483
h|y|0.01312580538923969
h|r|0.009228546924931325
h|u|0.01284736465992882
h|s|0.002653815953510851
h|n|0.0017333594787365518
h|m|0.00136456634460106
h|d|0.000620972321148477
h|h|0.0008766031181844948
h|b|0.0005349588506216772
h|l|0.0007321076514183871
h|w|0.00023708653375189423
h|f|0.0001719618163361837
h|q|6.355358360805653e-05
h|c|5.314991000089677e-05
h|p|4.5261678603918825e-05
h|k|3.362877595553753e-05
h|v|1.3952970706315983e-05
h|j|2.3908911881242732e-05
h|Ã|4.232292573053489e-05
h|Î|7.757981962146518e-06
h|z|1.025714299297441e-06
h|x|9.687301715586943e-07
e| |0.41528622261532466
e|r|0.1231777643446212
e|y|0.01894803822985758
e|t|0.039988355311521416
e|l|0.04001779361651407
e|a|0.06090098436932509
e|e|0.03398220887966781
e|s|0.05476938815669865
e|n|0.06446636415715795
e|m|0.015684334503349252
e|d|0.04715246803743108
e|v|0.018314748565839502
e|o|0.005568137236751619
e|c|0.016604019435272132
e|i|0.006427443689256974
e|f|0.006426819643786525
e|w|0.006230503259389492
e|p|0.008132202784823713
e|x|0.007823995047575147
e|b|0.0016357937504758347
e|k|0.0014201860404356502
e|h|0.0015013369134128588
e|u|0.0008901259781392712
e|g|0.0034711572424013103
e|q|0.0005748457255589472
e|z|0.00044647541198441885
e|j|0.00012729279506221942
e|Ã|2.96504804526077e-05
e|Î|1.3437779130338553e-06
a| |0.09811019225868452
a|n|0.18105756741888263
a|t|0.14573952955414185
a|v|0.035411745000070584
a|s|0.0708905234296395
a|r|0.09346467770357025
a|l|0.08059879214875743
a|b|0.02230714910683863
a|h|0.012855691186174585
a|c|0.03286867712834599
a|y|0.048028800668880274
a|k|0.022060825726152047
a|d|0.033302321253374366
a|u|0.013803237487064064
a|i|0.029494490751194903
a|m|0.02820231867454203
a|g|0.015203999853749778
a|w|0.007768844642710262
a|f|0.0064248652210939705
a|p|0.016296655354222075
a|z|0.0021504381545875808
a|e|0.000875088344959777
a|x|0.0011962327798720192
a|j|0.0007512407949527512
a|a|0.0005326136745053692
a|o|0.0004742594872972056
a|q|0.00011723835688375896
a|Ã|1.0612119524339613e-05
a|Î|1.3717193274704553e-06
n|d|0.1160041797867122
n| |0.2913870218073638
n|o|0.10577460813254787
n|e|0.08606652482548685
n|t|0.06885877014195717
n|k|0.0245357811861681
n|g|0.14509964175934612
n|n|0.017837858086886187
n|a|0.028142087618179993
n|l|0.006916031591441167
n|y|0.0184772241633075
n|i|0.0286874284101545
n|c|0.021081170246554343
n|u|0.0059069127863608465
n|s|0.024791555441367175
n|f|0.002985128877245111
n|j|0.0010708748403598434
n|m|0.0007400839167426132
n|v|0.002908603820960277
n|r|0.0005772439275819178
n|b|0.0004024759586405319
n|h|0.0005514402438820081
n|w|0.0002661279466723089
n|x|0.00013252578640313988
n|p|0.0002375417999173579
n|q|0.0002362311133730095
n|z|0.00026018226245995744
n|Ã|4.5310214169988925e-05
n|Î|1.9433307758104495e-05
d| |0.4999969808216853
d|o|0.14676037775300343
d|i|0.08115407212773079
d|n|0.02114141188964497
d|a|0.047752312320053544
d|e|0.09738654710135003
d|y|0.023626758307694562
d|s|0.022607881691247077
d|r|0.021717031958880768
d|d|0.01048479659823141
d|u|0.00998160936147288
d|b|0.0011344150811360256
d|l|0.0051332344177325235
d|g|0.003364188054846064
d|m|0.002174576904702162
d|v|0.0016258549695428036
d|p|0.0004608775697393137
d|f|0.0006033278920420883
d|h|0.0006238445810442701
d|w|0.0010268911625192396
d|q|0.00013224001018396293
d|k|0.0001571207842046691
d|c|0.00037834421344558675
d|j|0.00026382129055380895
d|t|0.00022164885891253478
d|z|3.0768171734375765e-05
d|Î|2.7337287285850368e-05
d|Ã|2.8531235073937206e-05
d|x|3.1975843060256707e-06
f| |0.30774516111001127
f|o|0.18846059313365493
f|r|0.08276049849665719
f|f|0.05524478856150283
f|i|0.10548692516960491
f|e|0.08907808445973522
f|t|0.031386543012817146
f|a|0.06650668236474326
f|u|0.04930538629438151
f|l|0.018633316754118327
f|b|0.0006117309121683735
f|s|0.0013854023142519812
f|y|0.00225495728584779
f|w|0.00023627942834380928
f|g|0.00019734540546084963
f|c|0.000190571796216592
f|Ã|0.0001640750306434667
f|m|0.00011498059389412064
f|k|4.229236696204536e-05
f|d|3.793790387645119e-05
f|Î|2.2853816063608632e-05
f|h|7.203363444208399e-05
f|n|2.7094436977030405e-05
f|j|2.0690814792333094e-05
f|x|3.8706338538614864e-06
f|p|9.90426897899851e-06
s| |0.38806574561300355
s|o|0.07610147033673689
s|t|0.13849445630354704
s|h|0.061266043693238466
s|e|0.11238822607640392
s|a|0.038162440385813574
s|u|0.025692513841453747
s|i|0.04777723070894248
s|n|0.010588853004676223
s|k|0.007778190846579662
s|s|0.036979923466413926
s|c|0.012889004923951279
s|y|0.004698908933769575
s|l|0.00707411083458386
s|b|0.0014343513018979478
s|p|0.01711153028911898
s|w|0.005378967571745832
s|m|0.005026142993061589
s|q|0.0009398911786027536
s|g|0.00044448060153896217
s|f|0.0007433714121278098
s|d|0.0004979929420199799
s|r|0.00028294829360237824
s|Ã|8.741484707597875e-05
s|v|5.4704890964257494e-05
s|j|1.2696627701260222e-05
s|Î|1.3046322955744084e-05
s|z|1.53417584723561e-05
w|h|0.2154662081241782
w|e|0.18453995159398714
w|a|0.18000490380814918
w| |0.16381414542075123
w|i|0.11309204992326376
w|o|0.08944336447669429
w|n|0.02769306625172153
w|r|0.01053510333776777
w|s|0.008322666355270616
w|y|0.0011220023219132742
w|d|0.001088914404939121
w|f|0.0007890484503506595
w|l|0.0023034019261352853
w|k|0.0005115391964204097
w|b|0.00039236903923187816
w|u|0.000172432760836655
w|t|0.00025365018298780634
w|w|0.00013109969265975326
w|g|6.866189906149969e-05
w|m|0.00012598447954915442
w|c|6.687336300884276e-05
w|p|3.3409853463631525e-05
w|j|2.183802520294116e-05
w|Î|5.3477227974442324e-06
w|Ã|1.9673896579226273e-06
m|e|0.3298482707277387
m|y|0.08173864788542282
m| |0.14965350193267027
m|a|0.1475970251575274
m|o|0.09214407472251736
m|u|0.032797160018721454
m|i|0.0778979457431009
m|b|0.018610420172624414
m|n|0.004258362880156566
m|p|0.029216306285683297
m|r|0.0030720514403382616
m|s|0.012461680134783722
m|m|0.017679841432317656
m|f|0.0009893346875073795
m|t|0.00021256430470614467
m|l|0.00041861051701285433
m|c|0.0008946547396253013
m|w|0.0001373455184166652
m|h|0.0001203426088147106
m|v|4.84946074517961e-05
m|d|4.940714038771699e-05
m|Ã|7.207147881660942e-05
m|g|2.5513675963502557e-05
m|j|1.7226387055649535e-05
m|z|1.772921132646309e-05
m|k|1.4339803278756911e-05
m|Î|2.681729444338955e-06
m|x|2.2720207792316145e-06
m|q|2.1230358101016727e-06
r| |0.25933987267118136
r|e|0.24819138114640257
r|i|0.08498198526175597
r|o|0.07615938556529665
r|y|0.046525061140768154
r|r|0.025037707692709955
r|s|0.04534520953539754
r|k|0.012744663907840036
r|l|0.013062264432785844
r|n|0.015954209150267833
r|d|0.023844314689508102
r|t|0.03461537835255111
r|u|0.017298270090638276
r|g|0.009760821106942173
r|a|0.0534539707486716
r|f|0.003563296714037103
r|h|0.0014835364022065048
r|m|0.010293848707268164
r|c|0.006697171090629796
r|p|0.0032085813419601987
r|v|0.00459767421485581
r|w|0.0014244202929460097
r|b|0.0020551668125213403
r|j|0.00011069882166256061
r|z|7.211472818764833e-05
r|q|7.36307658163012e-05
r|Ã|8.319490443656808e-05
r|x|1.9961162110596144e-05
r|Î|2.2085486442103564e-06
v|e|0.7932888357217233
v|i|0.1241774047135281
v|o|0.03189473732909431
v| |0.006247921695598016
v|a|0.038147857222352435
v|y|0.0033869376674242
v|u|0.0010253964704341851
v|d|0.0003060178962509403
v|v|0.00020600457327033743
v|s|0.00026583582833825527
v|l|0.00032114465144187347
v|r|0.00032816221828302805
v|c|8.457467593006282e-05
v|p|8.119584745098841e-05
v|t|2.10527005234637e-05
v|h|2.0065042968041948e-05
v|n|7.376242479702468e-05
v|Ã|6.31581015703911e-05
v|w|1.74659441379847e-05
v|f|1.060432322663357e-05
v|g|1.6790178442169817e-05
v|x|9.35675578820609e-06
v|m|5.718017426125944e-06
b|e|0.3217618285570997
b|u|0.1336617731030086
b|o|0.1500104243559814
b|a|0.111916645678119
b|y|0.04379736571696061
b|i|0.049987802632826636
b| |0.02218261793650942
b|r|0.059169626038695654
b|l|0.08023176422370526
b|s|0.009098491879846198
b|v|0.0018830645295338547
b|t|0.0030863375715160686
b|b|0.00881623483026663
b|j|0.0019644647397939856
b|w|0.0002372352296690627
b|m|0.000486311641227386
b|d|0.00046085626625689
b|c|0.00033962662600561
b|p|0.00015599332397964394
b|h|0.00047399554562598933
b|n|0.00019626600676878685
b|Î|1.431073319236839e-05
b|f|2.8273196329170293e-05
b|x|1.3075957540814481e-05
b|z|1.2284434687254282e-05
b|q|9.593256985149606e-06
b|k|3.735987868804137e-06
k|n|0.13052612743405959
k|e|0.26693463601065787
k| |0.334219631645087
k|a|0.04910787810694408
k|s|0.04409949243188243
k|i|0.13924429655650086
k|y|0.009637251517797315
k|l|0.009184161381731382
k|f|0.001435590344756013
k|g|0.000586623586265711
k|o|0.004991887878152066
k|u|0.0027730046972188945
k|w|0.0010900884056303456
k|h|0.0014123594726119652
k|k|0.00040888450075692457
k|m|0.0007008391033320473
k|t|0.0005582459655131181
k|r|0.0017757340250563463
k|d|0.0002746460165011811
k|p|0.000447978639160186
k|Ã|0.0001460478046931579
k|j|6.345306503685354e-05
k|b|0.00033764080940165735
k|c|3.207904954640929e-05
k|v|1.1421551706633637e-05
c|a|0.19159284416266414
c|o|0.19500672244901732
c|k|0.10094510090619761
c|h|0.14445887742145944
c|e|0.1251034099005834
c|t|0.06418601442706956
c|u|0.028314582610631748
c|r|0.03741533101074218
c| |0.020845216657134524
c|l|0.03388209979289951
c|i|0.037538724991339596
c|c|0.010461970331229068
c|y|0.005852618657707216
c|s|0.0023979585406273206
c|n|0.00024298719068253778
c|d|0.00026817275620366024
c|g|0.00028167204457491235
c|Ã|0.0002271506468813116
c|q|0.00048145277506596686
c|m|8.890308037378e-05
c|z|9.163351896019831e-05
c|p|0.00011074658906512644
c|b|0.00010991653573485528
c|j|1.771508554868196e-05
c|v|2.3503615351888766e-05
c|Î|1.6753971166262718e-05
c|f|3.451274373232737e-05
c|w|3.4075873558500443e-06
l|l|0.17444908532337455
l| |0.1942220753068475
l|i|0.11285599197287605
l|e|0.14756013805503837
l|o|0.08614555352302249
l|d|0.06293131086402133
l|y|0.062393295076487575
l|p|0.008056000204267479
l|k|0.013017073095965009
l|a|0.06722706826689784
l|w|0.004828450761331398
l|s|0.01775880026900908
l|f|0.010437378255361802
l|r|0.003965031854323149
l|m|0.004381070369648508
l|c|0.0021937416816301208
l|u|0.01217656789810922
l|t|0.009859390906906115
l|v|0.00334565046946788
l|n|0.0006919039262907347
l|b|0.0007853250032853257
l|h|0.00017387391921794954
l|g|0.0004184211617504215
l|z|3.8359422047265114e-05
l|Ã|6.602657008753606e-05
l|j|1.9630161591554706e-05
l|Î|2.7856811437290795e-06
j|u|0.5662367792639315
j|o|0.18618793586485693
j|a|0.107684319657972
j|e|0.1053458435968645
j|i|0.02491175198076977
j| |0.006500910756067739
j|r|0.0008464884373782044
j|j|0.0005824548051768659
j|d|0.0001817936484009216
j|p|0.0002151036647228296
j|t|0.00019816636828796114
j|f|0.0001609043161312505
j|b|9.371970693960556e-05
j|y|0.0001227013030614916
j|c|7.471229649603093e-05
j|Ã|0.0002888750003058123
j|n|6.54908795481581e-05
j|v|8.186359943519762e-05
j|s|9.767174277440819e-05
j|k|3.839120525236854e-05
j|w|2.2018485365329015e-05
j|h|4.1590472356732585e-05
j|m|2.0512947904451817e-05
g|e|0.126252568814285
g|o|0.1777319323267223
g|h|0.12446672269689958
g| |0.35604963111427174
g|i|0.048714640646569246
g|a|0.038437757302674076
g|r|0.04037225412542444
g|s|0.018239012465577378
g|u|0.034554852756842634
g|l|0.011196295891668335
g|n|0.009473636610292123
g|g|0.008298694538415951
g|y|0.0030141786165872163
g|t|0.0013592517048494103
g|d|0.0003963626953384299
g|m|0.0005898417668395171
g|w|0.00022359323179447165
g|p|0.00014727920814923268
g|k|5.8896009005799314e-05
g|f|0.00015207944840419637
g|b|0.00016158196482728775
g|Ã|3.618793367721602e-05
g|Î|2.6450303445718256e-05
g|z|1.5497918537454177e-05
g|c|2.0004266531909882e-05
g|q|4.800240254963684e-06
g|j|3.0564795092829983e-06
g|v|2.9389226050798063e-06
p| |0.16032333105426474
p|e|0.17570981118793416
p|l|0.11996889678246762
p|u|0.0383477103452182
p|p|0.06457254518017454
p|y|0.010992867459350991
p|r|0.1055498853048625
p|h|0.02465831367805257
p|o|0.09098856285172165
p|a|0.1007200184483184
p|i|0.058373748366555143
p|t|0.022317610457283647
p|s|0.023281713104374598
p|m|0.0012653280847328028
p|f|0.00044861779210848905
p|b|0.0005553591151280257
p|d|0.0005216990253947576
p|k|0.00036200779198711854
p|c|0.0003601305946750709
p|n|0.0003217451461907864
p|g|0.00011580365487080109
p|w|0.00014279645759921028
p|j|4.3822847595043226e-05
p|Ã|3.514890139454723e-05
p|z|1.2460706295488657e-05
p|x|5.178475343579702e-06
p|v|4.887186105503344e-06
x|t|0.1672804581898621
x|c|0.1500318274346618
x|a|0.0979921133690484
x| |0.21933582188530307
x|p|0.17794841960256982
x|i|0.07960731948836665
x|e|0.04942974705112069
x|y|0.014951656337258912
x|u|0.015383194879754113
x|h|0.013880439175561851
x|o|0.006704301418130331
x|f|0.0013658214432010379
x|q|0.0009863179198825026
x|l|0.0017805366336316021
x|w|0.0008000873249344379
x|x|0.0011291207920590648
x|b|0.0003380320042754789
x|m|0.0006032932298527644
x|v|0.0002456991882928249
x|s|0.00015962622424119834
x|n|4.616640799132697e-05
z|y|0.1343697620404959
z|i|0.1384715407134708
z|e|0.32901854585162876
z|z|0.07290609499253851
z|a|0.10722448286675261
z|o|0.06529856693505283
z| |0.10068150463294159
z|l|0.013645660588008098
z|v|0.003313744924669756
z|h|0.010583226520041485
z|u|0.01409194122439539
z|r|0.0015894114359042409
z|g|0.001094203022105718
z|p|0.0009615049591267726
z|t|0.0012128158158299152
z|s|0.001180197297555761
z|m|0.001365529787749819
z|Ã|0.0005804613592877895
z|b|0.0007872924183443582
z|w|0.0003758542901135495
z|d|0.000172729880860862
z|c|0.00026168947615400984
z|k|0.0005493255009351878
z|n|0.0002639134660363385
q|u|0.96811904859349
q| |0.020775354014897274
q|i|0.006838149027311669
q|a|0.0015944312569916236
q|c|0.00047662410302583833
q|m|0.00045786608823770157
q|q|0.0004851504733840823
q|y|0.0003436127254372323
q|e|0.0003393495402581103
q|b|0.00046212927341682356
q|t|0.0001082849035496985
Ã|¢|0.10467004106580079
Ã|¶|0.13466359469009645
Ã|±|0.057175771177537964
Ã|©|0.26328072772419064
Ã|¼|0.04846719511030465
Ã|³|0.03968102377996371
Ã|§|0.030339747875083565
Ã|£|0.031527552287269604
Ã| |0.020061359946518958
Ã|¡|0.05182169802311145
Ã|­|0.050251886161780154
Ã|¦|0.016981424887785312
Ã|µ|0.005324228822462038
Ã|¨|0.024245535287938116
Ã|¤|0.014450625537197975
Ã|ª|0.0069000095501862285
Ã|´|0.008099751695158055
Ã|¯|0.007998280966478847
Ã|°|0.006380718174004393
Ã|¥|0.00766999331486964
Ã|½|0.004792999713494413
Ã|Ÿ|0.0028411804030178587
Ã|®|0.007568522586190431
Ã| |0.008052000764014898
Ã|¬|0.0070552000764014895
Ã|º|0.011299064081749594
Ã|«|0.007102951007544647
Ã|¸|0.007258141533759909
Ã|¾|0.001904068379333397
Ã|²|0.006804507687899914
Ã|»|0.0017548467195110304
Ã|¹|0.0016175627924744532
Ã|¿|0.001957788176869449
¢| |0.9259238138686131
¢|Â|0.037351733576642336
¢|t|0.036724452554744526
Â|ª|0.7829198762661491
Â|º|0.11384727360951052
Â|µ|0.10323285012434039
ª| |0.9921075085324232
ª|s|0.007892491467576791
¶|u|0.5705420859004476
¶|Ã|0.20384734719205708
¶| |0.18416736846770976
¶|r|0.02814591551792917
¶|n|0.006914587119365276
¶|h|0.006382695802491024
Î|¿|0.9495347441092601
Î|·|0.03166741707939367
Î|½|0.008254539996998348
Î|¼|0.0058907399069488215
Î|±|0.004652558907399069
¿|u|0.28648332358104156
¿| |0.24552369806904623
¿|f|0.0655744099863468
¿|n|0.08273844353423054
¿|r|0.05184318314803979
¿|w|0.06697874000390092
¿|t|0.041193680514921005
¿|m|0.048839477277160134
¿|Ï|0.015681685196021065
¿|Î|0.02796957284961966
¿|d|0.013302125999609908
¿|i|0.021533060269163254
¿|k|0.009167154281256095
¿|Ã|0.006397503413302126
¿|p|0.006397503413302126
¿|l|0.010376438463038814
±|o|0.7029784602700195
±|a|0.19519736164072968
±| |0.04153354632587859
±|Ã|0.030299907245181903
±|e|0.0172111718025353
±|n|0.012779552715654952
©|e|0.11233535106214151
©| |0.5609286086739668
©|s|0.07372645038427532
©|m|0.03135414541250085
©|r|0.04887891360039901
©|l|0.030152576571674715
©|a|0.016549910449114694
©|t|0.019451812555260833
©|j|0.008569679657212814
©|g|0.011018159559273618
©|c|0.01376136389398989
©|o|0.017003332653200028
©|b|0.010292684032737084
©|Ã|0.014690879412364823
©|d|0.010746106236822418
©|p|0.005509079779636809
©|i|0.003808746514316806
©|n|0.008683035208234147
©|x|0.0025391643428778706
¼| |0.5253111030566631
¼|h|0.20430107526881722
¼|l|0.09484112601184004
¼|s|0.052434456928838954
¼|g|0.022109459949256977
¼|r|0.06862389754742056
¼|n|0.01703515766582095
¼|Ã|0.015343723571342274
³| |0.44193742478941034
³|n|0.26624548736462095
³|s|0.06122141997593261
³|p|0.04828519855595668
³|Ã|0.13267148014440433
³|m|0.03023465703971119
³|r|0.0194043321299639
º| |0.6923076923076923
º|s|0.11087533156498673
º|l|0.08514588859416446
º|Ã|0.0779840848806366
º|c|0.03368700265251989
§|o|0.49301593547117845
§| |0.15089514066496162
§|a|0.14971473539248475
§|Ã|0.11725359039937044
§|e|0.08912059807200472
£| |0.38167360848163573
£|o|0.3996592199924271
£|Ã|0.21866717152593715
¡|t|0.19189126929278968
¡| |0.33367887583506106
¡|s|0.11875143976042386
¡|n|0.22368117945173924
¡|v|0.022690624280119788
¡|r|0.058281501958074175
¡|m|0.02153881594102741
¡|l|0.0294862934807648
­| |0.35443639387100606
­|a|0.2608385794037297
­|n|0.15987646988953558
­|s|0.11830383656016154
­|t|0.05606366551847013
­|l|0.019360969236251337
­|c|0.016510274379379974
­|o|0.014609811141465732
¦|Â|0.3532513181019332
¦| |0.33251318101933214
¦|Ã|0.31423550087873464
µ| |0.8242097147262915
µ|Ã|0.17579028527370855
¨| |0.21762678483505662
¨|n|0.18365337272279667
¨|m|0.0965041851304776
¨|s|0.24569177744953224
¨|Ã|0.07287050713934022
¨|l|0.10905957656326933
¨|v|0.040128015755785326
¨|r|0.034465780403742
¤| |0.6199917389508468
¤|u|0.23915737298636927
¤|Ã|0.14085088806278398
´| |0.5939572586588062
´|m|0.30140014738393517
´|n|0.10464259395725865
¯| |0.814179104477612
¯|v|0.18582089552238806
°| |0.5818521983161834
°|Ã|0.41814780168381666
¥| |0.535408560311284
¥|k|0.245136186770428
¥|Ã|0.10972762645914397
¥|d|0.10972762645914397
Å|›|0.7787742899850523
Å|Ÿ|0.22122571001494767
›| |1.0
·|e|0.8293838862559242
·|Î|0.17061611374407584
½| |0.4868035190615836
½|e|0.21505376344086022
½|z|0.1603128054740958
½|m|0.1378299120234604
Ÿ| |1.0
Ï|…|0.6801643192488263
Ï|„|0.3198356807511737
…|Î|0.3994823123382226
…| |0.3468507333908542
…|e|0.15703192407247626
…|o|0.09663503019844694
®| |0.3643533123028391
®|t|0.4416403785488959
®|Ã|0.09779179810725552
®|n|0.09621451104100946
 |Ã|0.8450704225352113
 |Â|0.15492957746478872
¬| |0.5336538461538461
¬|Ã|0.17668269230769232
¬|‚|0.28966346153846156
«| |0.7512605042016807
«|i|0.24873949579831933
¸|r|0.7138157894736842
¸|s|0.15542763157894737
¸| |0.13075657894736842
¾| |1.0
²|Ã|0.26403508771929823
²| |0.4780701754385965
²|Â|0.2578947368421053
»|Ã|1.0
¹| |1.0
„|h|1.0
ï|¬|1.0
‚|o|0.45643153526970953
‚|y|0.3153526970954357
‚|i|0.22821576763485477
Ñ|ƒ|1.0
ƒ|o|1.0
é|ˆ|1.0
ˆ|¾|1.0
